duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label,attack_type
8.82,1079,1587,0,0,0,4,0,1,0,2,27,0.001,0.024,0.941,0.091,166,168,0,normal
4.32,1556,1231,0,0,0,4,0,1,0,34,28,0.042,0.047,0.943,0.087,119,97,0,normal
0.06,1136,759,0,0,0,4,0,1,0,43,9,0.047,0.029,0.972,0.064,110,203,0,normal
2.14,965,647,0,0,0,6,3,0,2,93,5,0.052,0.879,0.689,0.227,47,7,1,brute_force
4.16,1225,1671,0,0,0,1,0,1,0,3,10,0.044,0.043,0.921,0.04,104,133,0,normal
9.17,2172,650,0,0,0,3,0,1,0,42,38,0.011,0.048,0.839,0.053,157,127,0,normal
55.43,1145,7098,0,0,0,11,0,1,15,2,11,0.015,0.087,0.776,0.019,8,9,1,r2l_exfiltration
1.95,1170,1289,0,0,0,1,0,1,0,19,25,0.004,0.002,0.897,0.07,125,163,0,normal
7.25,1798,1019,0,0,0,4,0,1,0,18,13,0.033,0.028,0.82,0.018,213,82,0,normal
3.04,1058,1455,0,0,0,3,0,1,0,43,4,0.013,0.019,0.824,0.082,209,116,0,normal
25.98,1493,8243,0,0,0,13,0,1,12,1,1,0.043,0.096,0.8,0.143,6,4,1,r2l_exfiltration
0.07,10824,0,1,0,0,0,0,0,0,345,296,0.832,0.092,0.912,0.03,9,7,1,dos
0.2,8559,0,0,0,0,1,0,0,0,306,499,0.829,0.004,0.948,0.017,1,3,1,dos
1.43,2242,1658,0,0,0,2,0,1,0,39,1,0.041,0.04,0.895,0.02,152,216,0,normal
0.85,364,1474,0,0,0,2,0,1,0,34,3,0.018,0.008,0.837,0.084,252,223,0,normal
3.57,589,354,0,0,0,6,6,0,1,71,4,0.149,0.772,0.879,0.158,16,3,1,brute_force
0.63,1738,1603,0,0,0,4,0,1,0,2,6,0.035,0.032,0.872,0.012,100,69,0,normal
2.67,1281,1116,0,1,0,1,0,1,0,30,38,0.016,0.042,0.933,0.088,106,203,0,normal
0.76,2325,1342,0,0,0,0,0,1,0,32,33,0.001,0.008,0.922,0.012,198,242,0,normal
11.04,1430,1394,0,0,0,0,0,1,0,17,37,0.039,0.034,0.887,0.078,224,61,0,normal
0.21,987,251,0,0,0,1,4,0,2,64,6,0.014,0.979,0.839,0.013,13,2,1,brute_force
21.99,1361,8256,0,0,0,11,0,1,5,17,1,0.067,0.08,0.882,0.113,7,11,1,r2l_exfiltration
0.58,7979,0,0,0,0,0,0,0,0,248,310,0.989,0.016,0.918,0.031,4,3,1,dos
0.35,474,314,0,0,0,1,4,0,2,64,6,0.108,0.776,0.578,0.052,42,9,1,brute_force
8.13,1069,1672,0,0,0,0,0,1,0,29,13,0.015,0.009,0.864,0.054,189,125,0,normal
10.57,1989,855,0,0,0,0,0,1,0,12,21,0.011,0.024,0.973,0.026,114,144,0,normal
0.07,184,71,0,0,0,1,0,0,0,115,13,0.133,0.985,0.015,0.955,53,14,1,probe
2.73,680,257,0,0,0,5,18,0,3,62,6,0.067,0.913,0.935,0.087,26,13,1,brute_force
9.47,1848,1416,0,0,0,3,0,1,0,44,14,0.035,0.037,0.853,0.019,166,157,0,normal
1.65,937,1459,0,0,0,2,0,1,0,4,36,0.024,0.045,0.863,0.027,126,214,0,normal
4.81,779,397,0,0,0,1,8,0,3,73,2,0.065,0.672,0.848,0.114,22,17,1,brute_force
0.21,1700,616,0,0,0,4,0,1,0,44,24,0.009,0.042,0.977,0.045,195,117,0,normal
0.09,1993,1214,0,0,0,0,0,1,0,3,16,0.034,0.038,0.952,0.001,157,170,0,normal
6.96,1284,1294,0,0,0,0,0,1,0,38,20,0.003,0.049,0.897,0.063,214,247,0,normal
1.42,693,359,0,0,0,8,7,0,2,43,3,0.129,0.501,0.821,0.255,12,9,1,brute_force
0.06,1004,1129,0,0,0,4,0,1,0,49,5,0.026,0.012,0.849,0.091,215,84,0,normal
3.13,1130,1197,0,0,0,2,0,1,0,45,22,0.003,0.03,0.982,0.012,230,50,0,normal
0.44,1108,1880,0,0,0,0,0,1,0,9,49,0.036,0.009,0.964,0.062,203,168,0,normal
2.89,1401,844,0,0,0,0,0,1,0,5,19,0.03,0.033,0.81,0.091,239,121,0,normal
1.3,1658,1643,0,0,0,1,0,1,0,6,31,0.044,0.03,0.991,0.021,207,185,0,normal
6.6,1634,968,0,0,0,1,0,1,0,2,40,0.009,0.038,0.927,0.06,146,221,0,normal
29.46,1833,1691,0,0,0,3,0,1,0,6,2,0.027,0.006,0.948,0.02,252,95,0,normal
0.09,1237,1312,0,0,0,3,0,1,0,14,32,0.016,0.014,0.917,0.052,170,146,0,normal
0.11,9859,0,1,0,0,0,0,0,0,414,510,0.972,0.077,0.911,0.004,2,4,1,dos
12.56,1503,317,0,0,0,2,0,1,0,10,26,0.01,0.005,0.824,0.009,237,191,0,normal
0.07,202,144,0,0,0,2,0,0,0,288,14,0.182,0.589,0.161,0.862,148,2,1,probe
11.15,846,1488,0,0,0,0,0,1,0,19,49,0.035,0.043,0.94,0.023,152,71,0,normal
1.11,1490,1281,0,0,0,2,0,1,0,40,7,0.003,0.032,0.958,0.04,197,163,0,normal
7.36,1978,1047,0,0,0,1,0,1,0,26,49,0.008,0.014,0.837,0.074,206,51,0,normal
7.04,1216,1422,0,0,0,2,0,1,0,28,44,0.048,0.004,0.926,0.052,209,101,0,normal
5.31,1962,1351,0,0,0,4,0,1,0,48,23,0.046,0.002,0.921,0.017,160,209,0,normal
16.21,1195,1308,0,0,0,0,0,1,0,17,48,0.034,0.027,0.959,0.029,134,170,0,normal
1.66,1885,1828,0,0,0,3,0,1,0,22,22,0.006,0.008,0.92,0.084,222,206,0,normal
3.59,1596,1283,0,0,0,2,0,1,0,39,17,0.034,0.011,0.848,0.062,188,56,0,normal
0.54,798,1147,0,0,0,2,0,1,0,27,39,0.043,0.014,0.855,0.089,174,200,0,normal
1.06,1364,1002,0,0,0,1,0,1,0,11,4,0.006,0.024,0.812,0.093,243,253,0,normal
1.57,1613,1169,0,0,0,3,0,1,0,36,11,0.03,0.007,0.812,0.085,170,211,0,normal
1.78,1218,1505,0,0,0,4,0,1,0,44,32,0.047,0.039,0.862,0.025,192,77,0,normal
0.27,1575,1161,0,0,0,0,0,1,0,24,8,0.005,0.021,0.957,0.058,225,92,0,normal
0.46,1495,1449,0,0,0,3,0,1,0,5,45,0.045,0.02,0.95,0.086,218,140,0,normal
4.63,1142,530,0,0,0,3,0,1,0,9,38,0.045,0.02,0.971,0.092,246,120,0,normal
1.05,233,261,0,0,0,7,5,0,2,75,2,0.04,0.759,0.931,0.1,21,4,1,brute_force
8.52,875,1637,0,0,0,2,0,1,0,2,30,0.035,0.021,0.883,0.045,221,240,0,normal
0.92,2142,892,0,0,0,1,0,1,0,39,16,0.035,0.049,0.922,0.055,203,99,0,normal
0.92,1151,856,0,0,0,2,0,1,0,45,40,0.001,0.045,0.825,0.087,116,93,0,normal
8.0,1221,1023,0,0,0,4,0,1,0,7,25,0.004,0.036,0.84,0.068,151,194,0,normal
6.88,593,1289,0,0,0,0,0,1,0,39,3,0.027,0.004,0.809,0.055,207,115,0,normal
2.13,667,905,0,0,0,0,0,1,0,13,37,0.003,0.042,0.801,0.037,196,162,0,normal
13.09,720,1514,0,0,0,4,0,1,0,15,5,0.032,0.03,0.822,0.028,239,228,0,normal
6.51,1652,693,0,0,0,4,0,1,0,49,24,0.031,0.049,0.924,0.061,154,212,0,normal
1.01,1711,969,0,0,0,1,0,1,0,4,35,0.028,0.043,0.976,0.075,103,170,0,normal
62.3,1231,10220,0,0,0,29,1,1,11,9,4,0.016,0.011,0.605,0.074,3,16,1,r2l_exfiltration
7.77,1390,1315,0,0,0,1,0,1,0,25,2,0.047,0.024,0.808,0.08,172,168,0,normal
6.88,847,516,0,0,0,8,7,0,1,98,7,0.097,0.673,0.604,0.079,48,8,1,brute_force
8.97,1458,1644,0,0,0,4,0,1,0,48,8,0.036,0.038,0.949,0.082,129,187,0,normal
3.06,1701,1544,0,0,0,4,0,1,0,6,4,0.032,0.045,0.921,0.026,100,127,0,normal
0.05,487,1454,0,0,0,4,0,1,0,33,27,0.001,0.028,0.831,0.056,246,129,0,normal
4.78,1520,1234,0,0,0,2,0,1,0,47,15,0.044,0.049,0.825,0.055,214,85,0,normal
10.2,1639,970,0,0,0,3,0,1,0,18,1,0.046,0.036,0.936,0.012,245,246,0,normal
9.1,1773,765,0,0,0,0,0,1,0,8,49,0.017,0.006,0.905,0.001,219,129,0,normal
0.55,8731,0,0,0,0,0,0,0,0,337,426,0.962,0.083,0.963,0.002,7,1,1,dos
10.0,879,11114,0,0,0,29,0,1,9,26,4,0.091,0.001,0.75,0.139,11,4,1,r2l_exfiltration
6.97,1366,1414,0,0,0,2,0,1,0,9,5,0.003,0.022,0.889,0.056,164,100,0,normal
0.5,8685,0,0,1,0,1,0,0,0,276,303,0.88,0.02,0.957,0.045,4,1,1,dos
2.9,1336,971,0,0,0,2,0,1,0,5,40,0.024,0.014,0.955,0.035,108,127,0,normal
8.35,1454,1145,0,0,0,4,0,1,0,47,24,0.045,0.013,0.907,0.025,188,72,0,normal
4.73,1166,1542,0,0,0,1,0,1,0,20,46,0.023,0.027,0.838,0.014,237,149,0,normal
15.03,1075,6409,0,0,0,12,1,1,14,9,12,0.07,0.066,0.753,0.022,6,10,1,r2l_exfiltration
11.05,1058,1040,0,0,0,2,0,1,0,6,16,0.002,0.027,0.971,0.013,191,104,0,normal
7.37,1755,1569,0,0,0,0,0,1,0,42,3,0.013,0.046,0.903,0.035,208,201,0,normal
1.02,1927,919,0,0,0,3,0,1,0,3,28,0.023,0.044,0.971,0.039,234,222,0,normal
5.91,1155,1351,0,0,0,3,0,1,0,30,38,0.045,0.012,0.922,0.07,187,129,0,normal
9.34,1455,1146,0,0,0,4,0,1,0,4,12,0.022,0.003,0.971,0.032,206,64,0,normal
0.09,6615,0,0,0,0,1,0,0,0,291,223,0.921,0.066,0.903,0.029,9,4,1,dos
0.08,232,153,0,0,0,0,0,0,0,357,15,0.217,0.807,0.102,0.815,23,8,1,probe
0.56,1490,769,0,0,0,0,0,1,0,42,45,0.036,0.007,0.866,0.084,196,122,0,normal
12.52,1678,1497,0,0,0,1,0,1,0,4,14,0.017,0.032,0.922,0.046,208,72,0,normal
6.53,1730,1045,0,0,0,4,0,1,0,46,11,0.025,0.041,0.849,0.074,188,202,0,normal
13.85,860,1508,0,0,0,4,0,1,0,24,44,0.031,0.01,0.852,0.056,208,141,0,normal
3.09,1295,858,0,0,0,4,1,1,0,41,12,0.042,0.041,0.98,0.009,145,82,0,normal
2.23,2227,844,0,0,0,4,0,1,0,16,44,0.026,0.025,0.935,0.013,210,113,0,normal
26.95,1341,1062,0,0,0,4,0,1,0,26,35,0.015,0.038,0.904,0.048,143,175,0,normal
3.05,1672,875,0,0,0,3,0,1,0,49,19,0.003,0.015,0.893,0.067,169,164,0,normal
4.59,1419,1587,0,0,0,0,0,1,0,16,19,0.039,0.002,0.941,0.094,215,66,0,normal
1.44,929,968,0,0,0,4,0,1,0,33,25,0.027,0.004,0.805,0.038,169,131,0,normal
10.98,1472,897,0,0,0,3,0,1,0,33,30,0.029,0.004,0.875,0.035,150,192,0,normal
3.43,1083,1566,0,0,0,2,0,1,0,29,37,0.027,0.039,0.956,0.053,217,110,0,normal
6.73,1524,1189,0,0,0,0,0,1,0,41,49,0.017,0.037,0.838,0.087,184,199,0,normal
6.98,1244,1189,0,0,0,4,0,1,0,41,37,0.009,0.006,0.882,0.026,209,60,0,normal
11.25,1753,955,0,0,0,2,0,1,0,25,9,0.036,0.013,0.986,0.009,137,149,0,normal
5.78,1076,829,0,0,0,2,0,1,0,32,20,0.034,0.007,0.988,0.099,244,145,0,normal
4.04,1606,1053,0,0,0,1,0,1,0,27,27,0.036,0.027,0.872,0.068,159,218,0,normal
2.15,1263,1321,0,0,0,4,0,1,0,22,38,0.013,0.047,0.959,0.009,214,206,0,normal
0.11,1622,1429,0,0,0,3,0,1,0,46,30,0.015,0.02,0.935,0.074,160,93,0,normal
0.47,1444,658,0,0,0,4,0,1,0,18,11,0.005,0.006,0.945,0.059,169,248,0,normal
73.25,1357,9860,0,0,0,15,1,1,1,23,3,0.094,0.056,0.757,0.024,26,7,1,r2l_exfiltration
0.12,1559,1399,0,0,0,4,0,1,0,23,15,0.027,0.024,0.806,0.083,223,207,0,normal
5.08,1886,1148,0,0,0,2,0,1,0,32,35,0.002,0.026,0.808,0.009,143,60,0,normal
0.19,7110,0,1,0,0,1,0,0,0,346,274,0.887,0.057,0.945,0.028,8,4,1,dos
0.95,1108,1561,0,0,0,1,0,1,0,21,43,0.039,0.048,0.962,0.022,243,137,0,normal
2.45,1674,1127,0,0,0,2,0,1,0,40,49,0.013,0.035,0.93,0.049,200,97,0,normal
0.36,1495,1038,0,0,0,3,0,1,0,46,27,0.008,0.033,0.892,0.005,133,83,0,normal
0.22,4890,0,1,1,0,1,0,0,0,401,200,0.936,0.062,0.968,0.047,2,9,1,dos
5.35,1309,1434,0,0,0,4,0,1,0,21,1,0.035,0.012,0.888,0.096,175,111,0,normal
12.68,1453,1918,0,0,0,0,0,1,0,33,11,0.011,0.01,0.815,0.087,105,157,0,normal
5.55,1745,1313,0,0,0,3,0,1,0,3,16,0.043,0.025,0.878,0.059,196,214,0,normal
2.14,1245,1220,0,0,0,0,0,1,0,15,11,0.015,0.033,0.822,0.026,148,90,0,normal
1.59,1475,1363,0,0,0,4,0,1,0,14,21,0.009,0.034,0.838,0.056,237,161,0,normal
1.51,700,1413,0,0,0,1,0,1,0,39,46,0.032,0.021,0.981,0.084,248,94,0,normal
3.79,1602,1768,0,0,0,0,0,1,0,11,4,0.023,0.014,0.991,0.051,250,145,0,normal
4.02,546,1198,0,0,0,4,0,1,0,13,10,0.024,0.032,0.918,0.08,146,138,0,normal
0.43,1315,1253,0,0,0,1,0,1,0,15,24,0.025,0.05,0.995,0.094,208,96,0,normal
3.94,1205,1762,0,1,0,3,0,1,0,38,9,0.033,0.025,0.956,0.026,252,250,0,normal
2.19,1713,1662,0,0,0,0,0,1,0,14,42,0.043,0.031,0.851,0.057,115,227,0,normal
2.1,1348,1351,0,0,0,2,0,1,0,31,28,0.006,0.026,0.844,0.006,231,204,0,normal
0.41,2029,1883,0,0,0,3,0,1,0,4,38,0.047,0.034,0.917,0.071,179,248,0,normal
6.69,1971,1357,0,0,0,3,0,1,0,46,34,0.038,0.021,0.975,0.091,142,171,0,normal
82.48,638,3836,0,0,0,19,0,1,10,4,12,0.052,0.071,0.898,0.175,25,10,1,r2l_exfiltration
11.12,1779,1328,0,0,0,2,0,1,0,34,16,0.044,0.016,0.851,0.02,167,90,0,normal
0.38,1575,1650,0,0,0,3,0,1,0,18,30,0.031,0.006,0.948,0.03,227,191,0,normal
2.77,1529,1122,0,0,0,0,0,1,0,48,39,0.043,0.045,0.891,0.021,231,220,0,normal
3.01,2017,969,0,0,0,2,0,1,0,43,16,0.048,0.03,0.838,0.056,181,221,0,normal
0.04,202,150,0,0,0,1,0,0,0,199,7,0.151,0.632,0.101,0.83,42,27,1,probe
5.16,1844,1054,0,0,0,2,0,1,0,13,1,0.029,0.034,0.918,0.019,146,164,0,normal
2.7,2038,1180,0,0,0,3,0,1,0,10,39,0.05,0.003,0.999,0.077,254,178,0,normal
42.73,1099,14205,0,0,0,12,0,1,1,11,7,0.044,0.062,0.809,0.186,10,3,1,r2l_exfiltration
6.04,1584,637,0,0,0,0,0,1,0,34,30,0.013,0.026,0.899,0.004,223,96,0,normal
11.41,1732,1449,0,0,0,2,0,1,0,8,39,0.021,0.025,0.94,0.048,207,225,0,normal
7.91,1722,1408,0,0,0,2,0,1,0,21,42,0.007,0.033,0.929,0.03,216,173,0,normal
35.15,1864,10072,0,0,0,17,0,1,9,18,1,0.086,0.01,0.775,0.127,21,18,1,r2l_exfiltration
5.49,1555,865,0,0,0,0,0,1,0,10,3,0.009,0.035,0.951,0.071,180,230,0,normal
1.63,797,1623,0,0,0,0,0,1,0,41,8,0.031,0.022,0.985,0.096,217,114,0,normal
1.92,1004,1045,0,0,0,3,0,1,0,5,10,0.014,0.038,0.979,0.044,219,50,0,normal
1.98,1512,886,0,0,0,0,0,1,0,11,28,0.02,0.021,0.86,0.038,250,240,0,normal
0.09,277,114,0,0,0,0,0,0,0,313,11,0.097,0.841,0.06,0.869,245,12,1,probe
0.07,252,122,0,0,0,0,0,0,0,279,1,0.223,0.932,0.027,0.911,222,12,1,probe
0.62,9464,0,1,1,0,0,0,0,0,406,275,0.919,0.093,0.934,0.046,3,8,1,dos
0.36,1768,784,0,0,0,1,0,1,0,1,28,0.035,0.039,0.917,0.049,193,162,0,normal
1.54,1260,2060,0,0,0,3,0,1,0,27,27,0.004,0.023,0.835,0.05,248,218,0,normal
2.39,1029,1117,0,1,0,2,0,1,0,29,3,0.004,0.046,0.927,0.058,213,82,0,normal
0.44,1942,1073,0,0,0,3,0,1,0,21,7,0.038,0.034,0.995,0.025,105,117,0,normal
69.35,942,14396,0,0,0,18,0,1,16,17,12,0.045,0.027,0.623,0.105,12,9,1,r2l_exfiltration
1.6,1828,1355,0,0,0,2,0,1,0,1,19,0.045,0.002,0.875,0.05,248,120,0,normal
6.96,1707,1548,0,0,0,0,0,1,0,14,14,0.011,0.036,0.82,0.098,197,254,0,normal
57.71,497,9872,0,0,0,21,0,1,9,27,3,0.043,0.026,0.818,0.128,16,12,1,r2l_exfiltration
0.08,203,69,0,0,0,1,0,0,0,411,2,0.093,0.938,0.141,0.893,29,2,1,probe
1.83,1435,1487,0,0,0,4,0,1,0,25,33,0.04,0.013,0.856,0.1,185,169,0,normal
10.14,1116,2076,0,0,0,3,0,1,0,49,41,0.024,0.036,0.856,0.048,119,161,0,normal
3.98,1961,1871,0,0,0,1,0,1,0,48,44,0.045,0.007,0.93,0.019,109,147,0,normal
6.56,1980,1599,0,0,0,2,0,1,0,20,36,0.02,0.047,0.969,0.053,118,149,0,normal
4.87,1766,1298,0,0,0,1,0,1,0,43,26,0.014,0.017,0.903,0.033,143,133,0,normal
0.32,1294,884,0,0,0,2,0,1,0,3,16,0.021,0.036,0.85,0.099,238,132,0,normal
0.6,600,1627,0,0,0,2,0,1,0,38,43,0.01,0.008,0.92,0.054,171,125,0,normal
8.2,1025,987,0,0,0,3,0,1,0,32,21,0.034,0.046,0.961,0.091,206,234,0,normal
4.77,982,1193,0,0,0,0,0,1,0,22,39,0.027,0.0,0.812,0.093,116,182,0,normal
0.03,139,57,0,0,0,2,0,0,0,270,6,0.01,0.495,0.154,0.989,80,1,1,probe
1.44,1365,1694,0,0,0,1,0,1,0,6,30,0.047,0.0,0.856,0.072,146,87,0,normal
0.13,1405,852,0,0,0,1,0,1,0,17,37,0.002,0.039,0.818,0.066,229,91,0,normal
0.03,1668,669,0,0,0,1,0,1,0,19,29,0.001,0.021,0.86,0.008,228,96,0,normal
6.56,1916,1140,0,0,0,3,0,1,0,25,32,0.044,0.035,0.883,0.092,149,64,0,normal
4.5,1540,1739,0,0,0,3,0,1,0,9,2,0.023,0.015,0.974,0.089,123,75,0,normal
8.02,1411,962,0,0,0,3,0,1,0,29,15,0.022,0.003,0.946,0.07,163,68,0,normal
9.93,1480,1154,0,0,0,2,0,1,0,32,2,0.015,0.02,0.939,0.014,214,51,0,normal
0.07,266,100,0,0,0,0,0,0,0,388,16,0.243,0.765,0.157,0.969,44,8,1,probe
0.77,14136,0,1,2,0,0,0,0,0,436,256,0.974,0.023,0.993,0.032,6,7,1,dos
1.54,1585,1090,0,0,0,3,0,1,0,18,26,0.035,0.006,0.862,0.015,197,103,0,normal
6.76,1570,1116,0,0,0,3,0,1,0,22,28,0.013,0.042,0.818,0.081,237,158,0,normal
0.1,241,90,0,0,0,0,0,0,0,284,10,0.041,0.737,0.034,0.711,148,5,1,probe
2.14,1182,1561,0,0,0,1,0,1,0,7,49,0.032,0.02,0.904,0.059,152,182,0,normal
4.98,2000,839,0,0,0,3,0,1,0,3,23,0.031,0.016,0.817,0.025,156,125,0,normal
0.45,953,1647,0,0,0,4,0,1,0,48,5,0.017,0.028,0.916,0.041,252,148,0,normal
0.59,2259,823,0,0,0,3,0,1,0,1,15,0.039,0.047,0.817,0.033,182,188,0,normal
7.02,1375,861,0,0,0,0,0,1,0,5,40,0.011,0.0,0.874,0.083,126,241,0,normal
1.03,2042,953,0,0,0,1,0,1,0,33,22,0.016,0.014,0.931,0.039,223,149,0,normal
11.06,1563,1267,0,0,0,2,0,1,0,44,40,0.026,0.024,0.896,0.004,194,237,0,normal
4.56,1682,1179,0,0,0,0,0,1,0,29,49,0.041,0.011,0.896,0.089,231,108,0,normal
0.81,6608,0,0,2,0,0,0,0,0,208,202,0.903,0.012,0.956,0.045,2,9,1,dos
10.15,1120,1495,0,0,0,2,0,1,0,11,8,0.027,0.023,0.897,0.074,236,154,0,normal
0.85,1222,731,0,0,0,2,0,1,0,22,15,0.009,0.026,0.923,0.014,180,68,0,normal
0.75,697,1597,0,0,0,2,0,1,0,32,3,0.049,0.003,0.968,0.033,149,244,0,normal
7.47,957,1317,0,0,0,2,0,1,0,6,22,0.027,0.047,0.835,0.04,250,231,0,normal
2.7,1837,1538,0,0,0,2,0,1,0,8,24,0.001,0.008,0.859,0.022,112,96,0,normal
8.64,1492,961,0,0,0,4,0,1,0,20,20,0.043,0.02,0.875,0.097,179,150,0,normal
12.32,1696,979,0,0,0,4,0,1,0,34,11,0.042,0.024,0.99,0.057,183,175,0,normal
8.74,1561,911,0,0,0,3,1,1,0,37,41,0.014,0.05,0.85,0.056,133,154,0,normal
11.23,713,603,0,0,0,4,0,1,0,23,27,0.048,0.045,0.944,0.048,192,106,0,normal
3.18,1679,1383,0,0,0,1,0,1,0,5,49,0.036,0.041,0.904,0.042,135,160,0,normal
0.13,919,1902,0,0,0,2,0,1,0,16,32,0.007,0.027,0.883,0.071,139,57,0,normal
2.44,1810,1021,0,0,0,0,0,1,0,32,38,0.002,0.012,0.864,0.079,214,208,0,normal
4.89,782,1105,0,0,0,0,0,1,0,16,38,0.049,0.04,0.864,0.017,148,132,0,normal
0.38,2188,1283,0,0,0,2,0,1,0,28,17,0.011,0.049,0.885,0.1,206,106,0,normal
3.66,1653,1402,0,0,0,0,0,1,0,29,12,0.034,0.04,0.967,0.07,175,183,0,normal
70.55,1172,11580,0,0,0,27,0,1,6,13,10,0.093,0.095,0.549,0.09,29,8,1,r2l_exfiltration
8.68,1533,706,0,0,0,3,1,1,0,6,24,0.011,0.01,0.815,0.047,193,75,0,normal
1.74,1220,1240,0,0,0,2,0,1,0,48,20,0.048,0.011,0.998,0.07,251,117,0,normal
0.08,165,83,0,0,0,0,0,0,0,254,14,0.074,0.816,0.083,0.922,159,17,1,probe
3.97,1629,1173,0,0,0,1,0,1,0,44,45,0.022,0.023,0.842,0.046,116,116,0,normal
4.5,1176,1361,0,0,0,0,0,1,0,16,15,0.027,0.04,0.84,0.051,197,242,0,normal
1.28,1073,1332,0,0,0,0,0,1,0,48,41,0.006,0.016,0.812,0.062,194,190,0,normal
3.29,685,363,0,0,0,5,8,0,4,70,9,0.022,0.921,0.948,0.222,9,1,1,brute_force
1.75,1201,1560,0,0,0,2,0,1,0,48,7,0.032,0.029,0.882,0.009,144,170,0,normal
14.12,1681,1295,0,0,0,0,0,1,0,32,23,0.007,0.011,0.899,0.045,230,165,0,normal
9.57,1647,894,0,0,0,1,0,1,0,3,14,0.006,0.007,0.82,0.065,190,134,0,normal
9.3,2017,1489,0,0,0,1,0,1,0,34,20,0.033,0.039,0.834,0.077,228,118,0,normal
0.39,1932,1105,0,0,0,0,0,1,0,48,19,0.05,0.027,0.911,0.003,254,100,0,normal
41.16,876,8050,0,0,0,27,0,1,18,10,3,0.074,0.004,0.666,0.088,22,7,1,r2l_exfiltration
12.01,1203,1901,0,0,0,2,0,1,0,12,34,0.044,0.024,0.96,0.042,196,63,0,normal
1.34,8391,0,0,1,0,0,0,0,0,485,272,0.999,0.082,0.993,0.022,2,5,1,dos
0.38,1750,1396,0,0,0,4,0,1,0,44,46,0.045,0.014,0.868,0.008,123,135,0,normal
0.28,12315,0,1,0,0,1,0,0,0,338,206,0.995,0.041,0.956,0.048,7,5,1,dos
2.99,895,1100,0,0,0,2,0,1,0,44,18,0.021,0.016,0.878,0.066,203,236,0,normal
1.69,1860,1114,0,0,0,3,0,1,0,17,46,0.025,0.019,0.922,0.08,128,160,0,normal
3.18,282,542,0,0,0,2,6,0,1,31,5,0.096,0.756,0.844,0.14,11,8,1,brute_force
4.3,869,1648,0,0,0,1,0,1,0,45,30,0.038,0.024,0.999,0.006,112,153,0,normal
0.76,1613,1195,0,0,0,3,0,1,0,17,16,0.038,0.009,0.929,0.042,195,86,0,normal
2.19,1767,746,0,0,0,0,0,1,0,38,22,0.006,0.05,0.957,0.007,109,133,0,normal
10.71,1448,1010,0,0,0,3,0,1,0,20,43,0.036,0.035,0.979,0.012,123,205,0,normal
1.31,723,996,0,0,0,1,0,1,0,42,49,0.046,0.016,0.935,0.046,246,99,0,normal
2.79,1850,1186,0,0,0,2,0,1,0,19,44,0.025,0.035,0.974,0.053,135,211,0,normal
0.92,2007,814,0,0,0,3,0,1,0,30,1,0.048,0.026,0.9,0.039,180,78,0,normal
1.5,867,666,0,0,0,4,0,1,0,46,21,0.017,0.027,0.904,0.028,246,102,0,normal
1.6,935,296,0,0,0,1,19,0,3,51,9,0.157,0.949,0.91,0.286,33,14,1,brute_force
0.04,187,97,0,0,0,0,0,0,0,311,14,0.094,0.612,0.002,0.737,166,13,1,probe
10.22,1397,1153,0,0,0,4,0,1,0,49,45,0.049,0.008,0.847,0.084,241,148,0,normal
2.62,1258,1767,0,0,0,2,0,1,0,29,35,0.006,0.044,0.815,0.013,173,101,0,normal
0.03,198,50,0,0,0,2,0,0,0,232,9,0.267,0.754,0.083,0.919,104,16,1,probe
6.3,951,1226,0,0,0,0,0,1,0,8,7,0.0,0.019,0.929,0.012,100,130,0,normal
0.03,159,106,0,0,0,1,0,0,0,307,18,0.014,0.889,0.028,0.77,243,7,1,probe
4.87,1843,1443,0,0,0,1,0,1,0,45,27,0.04,0.022,0.979,0.075,144,234,0,normal
7.21,1354,1171,0,0,0,1,0,1,0,27,34,0.002,0.014,0.885,0.021,179,59,0,normal
0.68,1394,1340,0,0,0,0,0,1,0,40,44,0.015,0.031,0.989,0.086,218,103,0,normal
14.19,1113,1261,0,0,0,2,0,1,0,31,26,0.013,0.04,0.912,0.065,200,153,0,normal
8.14,1140,1269,0,0,0,1,0,1,0,34,40,0.014,0.027,0.885,0.006,253,188,0,normal
5.51,1739,1445,0,0,0,1,0,1,0,35,23,0.038,0.042,0.81,0.009,141,198,0,normal
1.16,9362,0,1,0,0,0,0,0,0,420,360,0.889,0.008,0.97,0.016,6,8,1,dos
3.16,1991,1739,0,0,0,0,0,1,0,24,4,0.001,0.017,0.848,0.015,130,204,0,normal
12.75,2109,1057,0,0,0,3,0,1,0,19,49,0.049,0.046,0.868,0.029,138,240,0,normal
1.57,1434,730,0,0,0,1,0,1,0,34,48,0.04,0.032,0.97,0.099,215,65,0,normal
3.89,2178,988,0,0,0,2,0,1,0,32,2,0.022,0.021,0.984,0.059,125,56,0,normal
3.77,799,1216,0,0,0,2,0,1,0,11,15,0.041,0.029,0.972,0.031,188,70,0,normal
1.39,1278,1099,0,0,0,2,0,1,0,27,2,0.03,0.007,0.946,0.043,179,215,0,normal
5.53,1659,1386,0,0,0,3,0,1,0,31,47,0.011,0.021,0.806,0.009,235,91,0,normal
